;userID;ISBN;bookRating
40810;113630;091825955X;8
56699;89602;006051406X;6
478;67627;074343627X;5
31983;144555;038529932X;7
3466;114868;044022165X;7
918;148586;074341232X;7
29526;135730;006092327X;8
37245;52199;1587493705;9
9042;113270;055356451X;9
22205;144241;067166929X;7
29747;41589;042517400X;6
48676;141600;1583225366;8
62555;117159;057111976X;10
15160;115754;044900483X;4
5518;147851;1551667517;7
14046;2030;1561707236;10
4856;135149;051512317X;8
52627;98391;055358457X;9
37055;148258;000649840X;7
33450;116428;1896860982;7
6879;64679;014025448X;6
22800;89602;076790382X;5
39491;98391;037325038X;10
12836;148744;055321313X;7
2979;70594;1400034779;9
2159;43246;014100018X;10
7095;125519;1878424319;10
6851;30493;014025448X;6
26063;148898;038072099X;10
14208;90174;068483376X;10
15377;76499;1583224890;1
17357;150979;031205436X;6
8796;112093;044922046X;5
22933;8067;050552497X;9
6147;8066;140003180X;7
23708;33270;1931520003;7
1195;139706;1558743669;10
28412;131686;1853260207;5
6891;78846;014025448X;10
45092;125203;2253140872;10
36524;101209;1556613628;8
51435;76499;039309152X;10
15308;81368;1400032717;9
36445;104636;067168972X;8
35726;48355;1931686351;8
55125;116063;1565922220;9
40146;31826;1562926160;10
60058;101887;1566190568;8
15771;3167;067150987X;6
3854;55490;034539657X;10
18776;71853;067973225X;3
5628;115679;044661162X;7
3596;97290;014038572X;6
53241;143415;076790396X;8
40292;101209;1562920979;10
54814;138097;1588720039;10
7546;100903;006109921X;6
39340;61619;1551667908;5
35710;101091;158243249X;6
36998;28150;1573222518;10
757;43619;067102423X;10
47838;51883;1551660423;5
18135;105937;031242227X;8
33227;20971;044922788X;7
36564;121592;006250746X;7
3065;133571;1400034779;8
49179;148966;037351168X;7
39486;56554;037325038X;9
52127;141322;1561840092;8
2393;151107;042518627X;8
26611;100115;078686219X;10
3926;55892;1578151929;7
14656;147224;1893224902;8
23127;72214;006109868X;9
2087;59595;006092988X;10
23559;94347;1566190304;7
36286;31466;067946316X;10
12033;72742;043912042X;5
4930;1548;034540288X;5
224;101851;043935806X;10
34086;22521;038532720X;8
43045;36609;1401300464;7
40474;32250;1556611137;9
22386;101851;1560760516;8
33711;75591;1555837336;10
749;31826;067102423X;10
10586;143253;014028009X;10
32140;101876;043965548X;8
10804;35445;1558745718;7
17211;129716;1570613818;6
49250;69697;155166948X;10
13378;43806;038039586X;10
34460;98391;1551669099;8
45817;65584;1400030927;9
54955;81368;1400060648;8
38261;29259;1557045119;9
38927;122429;044651506X;5
11313;68000;1565041992;5
25508;10560;051513449X;7
5323;112765;044651652X;10
19477;17003;080411109X;8
16291;70401;1551668998;8
61738;112083;1591823331;10
35224;65007;159052148X;10
25109;30276;1551666650;7
8881;278418;051788710X;4
678;95359;034541389X;8
45164;126149;1928782140;9
52398;76499;8423918262;10
27931;56554;1551666901;9
37374;119858;055357535X;10
8754;114016;044661095X;7
4001;15819;051510566X;8
51544;92810;031220339X;6
53817;130554;067988663X;2
2195;141511;014100018X;9
42943;55187;1576736423;7
32334;147847;1558747435;10
12121;140358;055357695X;5
3794;136326;1400031346;8
39477;100846;034068948X;7
8604;134797;044021145X;9
20929;43246;1573228737;8
28879;94630;067169507X;7
8023;16795;038000772X;5
24074;8782;157145697X;10
14665;30276;1551666685;9
11156;46398;038542017X;9
30737;80642;067168390X;9
13498;86932;089480829X;9
39474;55493;034068948X;9
54789;80071;051758512X;8
16144;63998;068480302X;9
33118;67775;037324472X;5
25480;10560;037576092X;10
52238;98391;037379116X;9
17332;44852;031205436X;5
42022;132851;074343434X;8
12619;137684;039914563X;8
37583;28360;1563899809;8
4500;127826;067976402X;7
137;10560;043935806X;10
26871;17003;1573220167;9
27679;52256;1566193087;9
3007;93046;1400034779;8
4298;21014;067976402X;7
20367;14422;015100692X;10
34143;60244;1878448900;8
4701;85268;038542471X;9
49108;55490;1555472478;10
51500;107784;067100395X;5
8123;16795;039487336X;5
354;52614;1551666308;8
22589;101876;034537536X;9
51696;127233;1573226114;6
41768;119575;034542820X;5
30158;31609;1400031699;7
25876;16795;074341134X;10
15882;3363;006098824X;10
8237;44728;042513699X;8
4364;55927;067976402X;8
14908;99955;1562470752;7
2497;16106;067091021X;10
10577;132083;014028009X;10
8403;17894;044021145X;8
11687;55493;080213825X;9
7474;86555;006016848X;8
16384;76352;1558743316;9
34680;23768;081674033X;7
1968;139828;1551668726;8
37179;35339;1576737721;7
46889;48455;044022635X;5
12159;102702;080411952X;10
45883;69211;042519065X;8
43902;139287;067972866X;7
23972;73196;1561385751;8
7283;73651;051513287X;5
21331;7125;1401300316;9
42507;142524;1931514607;10
20164;75819;1401300065;6
12520;149069;038529929X;10
44900;101091;158234082X;5
43948;127826;031210491X;8
70;53220;038550120X;8
2774;151098;080411918X;9
31947;143415;037570731X;9
10923;10819;1558531025;7
1796;3827;014029628X;6
3037;110912;1400034779;10
15068;11924;1558746161;3
5690;118677;1558745017;10
21536;41718;067189109X;6
56946;123744;1577311825;6
55571;84882;1877733075;10
9149;126492;055357230X;7
54965;94951;1560761210;8
42712;46443;014050169X;8
19807;78834;1573420387;10
21322;89602;076791404X;8
52480;114544;1593080247;7
5180;139706;1558745157;8
38567;35859;1565120892;2
29498;38661;156619024X;10
1943;145543;038550926X;8
38394;38781;038080588X;9
22695;49154;039914840X;8
24536;128835;055314300X;8
19593;52614;082177512X;9
33255;98391;1551668769;8
407;16795;1572971835;8
17264;73044;038079487X;8
1296;30131;039480029X;10
10409;91113;1931561648;10
6032;71227;068484477X;10
42397;46909;1854797662;10
7233;3840;051513287X;9
1141;76482;1558743669;5
2558;37974;067940676X;10
25174;31556;078670621X;10
29384;15408;1559703962;10
31872;83666;155166917X;5
40034;101851;1887374426;9
37630;88733;061815082X;10
1175;114544;1558743669;7
48465;52853;067980112X;8
55263;135045;1558599177;8
14220;140555;068483376X;10
51290;86123;080213016X;5
58700;98391;1575667835;10
21000;6577;1573225487;5
25343;30072;1591824141;9
6034;75560;068484477X;7
17452;34300;068480087X;4
55126;116122;1565922220;8
28668;43910;1573225541;7
3999;277662;051510566X;5
42854;98391;1551668327;8
49440;126903;078686317X;8
5903;150979;044022103X;9
11678;33004;080213825X;4
43114;36673;1571743944;9
15367;124310;1573226106;8
7705;46398;034530988X;8
39358;35859;006103102X;8
2207;8067;031298328X;10
12031;61427;043912042X;9
38326;132173;038097617X;7
25936;136139;1559705884;8
26784;11993;1556610599;8
16873;76499;039396647X;10
17200;67840;1570613818;10
502;103935;074343627X;6
5886;132371;044022103X;5
35174;104058;155874875X;10
9168;41781;055357258X;7
30700;92810;067101675X;8
19022;114200;042516019X;8
12541;81865;1573229571;7
46548;79740;1551664151;5
18367;103304;044651862X;6
9136;95359;055357230X;6
26068;30493;038072121X;8
52619;123883;050552421X;5
21730;7210;006091307X;5
18803;78553;087542791X;9
51465;64010;039472612X;8
6751;278188;1551666960;8
10870;94494;1558747109;8
15797;35859;067174139X;7
22236;104636;075820230X;8
22475;100906;080506270X;7
31238;73056;1586480375;6
29132;90391;1566194431;5
1205;145369;1558743669;10
3574;28360;014038572X;8
30777;16795;068810312X;8
5189;152036;1558745157;10
2101;117251;006092988X;10
2854;95991;1400031354;8
26745;11993;084233596X;8
246;126693;043935806X;10
33942;26487;067003097X;10
5915;43006;051511779X;7
14357;2132;1551666766;8
24766;122429;044990945X;7
24248;107784;042510687X;5
12358;100256;080411868X;7
1238;43910;1573221856;7
6224;119590;1573220280;6
21385;16795;006001203X;8
46439;132663;1571741038;10
31939;30273;037570731X;6
22484;81370;044155279X;5
46163;65484;080213940X;7
65636;141310;1561840033;10
34939;80693;1557831572;10
48467;123744;067980112X;8
34813;96054;1583224912;7
16649;17667;1573221260;7
46116;86819;1860492592;7
22819;127200;080701222X;7
25844;102275;067162461X;9
1993;87141;051511605X;8
2072;1032;006092988X;8
43469;97874;1582432252;9
17364;3917;1573226521;7
17955;124487;155166531X;9
23319;8253;042511306X;9
23823;147141;006028644X;8
49508;113364;088730687X;5
22986;28591;1551669412;10
12794;37712;055321313X;9
28968;46398;158062524X;6
27982;41364;1573222038;7
8517;86189;044021145X;8
3982;116318;067976397X;10
5689;112001;1558745017;10
20141;67840;060980877X;10
42428;124876;1880418568;10
31076;98391;1551668947;9
28082;88733;006018311X;8
8025;84902;038000772X;7
17389;6242;1573228214;6
46228;98391;1551668262;8
44893;40838;156458027X;8
29948;104657;038070918X;10
48622;107784;1565048199;5
57816;95025;034545328X;8
1821;60244;014029628X;8
9296;10351;059050214X;8
11809;117111;068484267X;9
17177;11517;1400060052;6
23774;110973;067082982X;8
35798;95359;1401300553;9
36665;76168;067187263X;4
14936;2766;1565073584;8
30672;138393;055356854X;10
58028;95991;044155282X;8
457;33124;074343627X;8
16948;6242;1573228281;7
26545;93426;038077013X;5
43058;36609;1555836410;5
28897;141902;067169507X;10
45333;49460;014008505X;9
10867;76351;1558747109;10
2143;8066;014100018X;8
6256;32773;044022425X;9
18766;129851;006093316X;7
19335;81848;015602943X;8
18804;79916;087542791X;8
27963;44893;156584100X;6
41328;126604;044990587X;8
25868;95359;067166641X;6
41816;99441;038530224X;9
36608;61854;044022375X;3
51133;130571;1565122054;9
33501;98391;084394854X;9
37856;107021;1575666065;9
6215;10447;1573220280;6
10595;150968;014028009X;7
4222;112199;055357227X;6
31656;58911;1569245134;5
16992;60244;067088300X;8
28937;66518;1551668068;5
32716;38023;015668568X;10
32652;98391;1551669056;9
24810;35859;1568846444;10
42429;126492;1880418568;10
1679;101336;037541309X;8
10338;55187;1576737330;8
52735;116005;043590972X;9
43122;92079;014100231X;3
3154;128208;1565075722;8
37288;88677;037371081X;8
14871;85526;1550548913;9
6362;35148;059035342X;10
2840;70594;1400031354;10
28810;111637;038000917X;5
34737;101851;1566869250;10
36927;140036;068481353X;7
45870;116183;1578590450;9
799;111847;067102423X;10
29605;15945;038533351X;9
20507;98263;034539044X;10
1332;51883;1562826468;10
792;104399;067102423X;10
53974;85367;082177140X;9
37750;79961;034545331X;9
24856;101851;1893010023;8
24500;9227;1591820065;7
16370;16718;1558743316;8
35738;25517;055309971X;6
20197;6543;1570089949;8
46181;44893;1887896325;8
579;135360;081297106X;9
17113;10560;034544356X;9
40401;135376;067187120X;9
15352;136139;1573222453;7
6756;88677;1551666960;5
28056;123608;059048351X;6
26883;23871;067086014X;8
13566;138867;034543076X;8
479;68029;074343627X;8
37253;82431;039914112X;5
10936;53392;1558531025;9
24078;18095;1571456988;10
20571;8253;038572179X;10
42900;85851;1563523302;8
45127;78783;1572970065;6
8568;116090;044021145X;7
18981;98391;1931402213;8
7433;16634;006016848X;7
34885;108485;055338015X;8
25909;139742;1853261912;7
19842;84627;188712876X;10
18599;135458;1551667509;5
53382;95991;077832057X;4
35242;53278;1573240249;7
30768;140036;067974388X;8
16056;22818;042515517X;7
16907;112953;1573225517;9
21641;37208;1551662604;8
10499;28634;014028009X;7
22622;7915;038072362X;9
6211;147851;1551666839;7
36067;78834;1558532331;10
2582;135045;068971310X;8
15036;87911;1558744630;6
35462;24933;050552208X;7
16994;67840;067088300X;9
30091;81597;039913039X;9
9522;31556;080410526X;8
30952;98391;1551666758;5
25316;10354;1591820200;9
50480;59971;1400100976;8
13049;13552;067102535X;7
23053;78553;1575667215;8
53923;98391;045120767X;8
29131;49262;1566194431;8
10656;278694;042518692X;7
41291;70448;015204566X;9
13092;49839;1573228567;10
32343;93363;1578561256;9
22279;126604;1573225312;9
46306;62009;1400049490;7
8750;75819;044661095X;4
17410;130571;1573228214;6
28028;59656;1561451010;9
4174;37556;042518336X;7
5109;11529;1558745157;7
39766;107784;038076878X;5
4459;106946;067976402X;6
56738;115752;1557483469;10
25624;76530;051770739X;5
39236;130837;1557483159;8
8051;114368;038076654X;5
21080;98391;006000469X;8
36377;26535;037327081X;8
46830;147686;067974066X;10
46553;47128;1575664674;6
21435;127481;006053429X;10
53569;85426;1571743812;8
44889;87964;067189952X;5
37214;127200;067173976X;5
11634;109864;014023828X;8
11748;26583;068484267X;10
52900;118985;1575840979;6
38049;28938;1557787239;10
9056;137688;055356451X;8
7142;66878;039592720X;9
5794;66680;039914739X;5
62456;126903;006019250X;9
8751;89602;044661095X;5
16445;35859;155874424X;9
17126;3827;038081658X;10
43824;37573;038533530X;7
44236;107784;188891419X;9
14235;106225;067170463X;8
14977;146027;1567184855;9
27580;99032;1591821541;6
54331;111578;043949687X;7
2268;135376;031298328X;6
3622;50895;039915180X;8
4652;5582;068482499X;10
7015;152186;1582341338;8
3113;143175;1551664968;5
35109;76499;044922290X;5
23090;8067;1890768030;9
30148;123094;068480753X;8
36228;62272;074320512X;8
22742;86641;081253073X;7
19672;147965;1551668459;3
45421;67270;055214262X;5
6969;133846;006093090X;8
222;101209;043935806X;5
29355;83561;092963408X;6
54173;76499;2707301485;10
35709;25409;158243249X;7
3387;53418;044022165X;9
37275;27472;1880985055;1
25962;123883;055358099X;5
40532;48217;031286860X;10
33174;20755;1580082718;4
11115;94347;038097827X;8
24369;111133;074322423X;10
11704;92861;080213825X;6
31014;98391;1551667916;8
53435;78846;1569060193;10
5184;145369;1558745157;8
37979;37950;1551669315;7
7152;85526;039592720X;10
53511;73923;1585421170;8
47678;98391;1551669552;8
17282;98904;038079487X;8
31797;113624;038080297X;5
5003;96448;034540288X;7
36326;27169;1575662612;8
32030;105517;1558745432;7
18771;85426;015696158X;9
28807;74911;038000917X;8
40574;32773;015650300X;9
1429;41781;044023722X;9
15408;59180;031224116X;8
31000;119575;1551667193;9
20380;39345;015100692X;3
16791;25981;039914613X;5
33613;21252;157062187X;5
21460;146803;055308920X;8
48058;138441;084395048X;4
19046;97874;020162690X;7
5136;62891;1558745157;9
15021;43061;1558744630;8
27228;152099;067187599X;8
13363;1129;1558612815;9
11321;254;1567310877;8
1620;135149;044023722X;8
22898;38781;037370920X;5
23193;8245;039592684X;8
31324;98391;1575667630;8
11491;70666;006101351X;5
19637;43910;1551667215;7
20649;48217;039914675X;8
39000;128033;1853260231;5
33600;124310;1561706086;5
54645;108487;1571312471;10
12416;148744;1558747028;7
17743;36103;006019541X;8
22014;7346;034529873X;8
9322;46312;059067319X;10
3761;13273;1400031346;8
5200;13552;044651652X;8
45793;79441;1558536736;8
40590;32773;034537472X;8
37836;28591;1551668572;3
5153;87712;1558745157;10
42742;61901;039951645X;7
32464;46398;067144834X;5
12123;145449;055357695X;8
10501;30555;014028009X;6
17034;150896;067088300X;8
26978;55665;1551669188;6
36086;82831;1566400201;3
53807;142524;1565121627;7
10848;148731;1558745718;8
24842;9747;1575665727;10
293;136326;055310666X;9
16785;3373;038548562X;2
7479;96440;006016848X;8
23271;134797;1551665301;7
18452;32516;1558506462;10
40665;39616;1401030130;7
3301;127637;042516098X;8
25810;148124;1567920713;8
5113;26538;1558745157;5
13797;31050;044652767X;10
24424;15135;1878424483;5
20562;42093;038549744X;8
34105;128208;1401351964;5
1290;277203;039480029X;8
51175;110912;055324504X;10
27642;112083;1892213664;7
44919;40889;074346978X;5
11187;140255;038542017X;9
40991;129074;020530902X;10
2183;114868;014100018X;9
8362;106128;044020271X;10
912;102275;074341232X;8
11629;79958;014023828X;8
8975;126492;055329170X;7
39006;48355;1929998457;8
14479;67403;055357549X;8
45073;146113;1577483553;7
3046;114988;1400034779;7
21142;11817;067942573X;8
12546;98723;1573229571;7
1242;89391;1573221856;6
36073;138995;1558532331;10
48745;56959;1570544018;10
24709;121083;042512164X;7
25791;37556;068484897X;8
1276;30131;039480001X;10
11730;4017;068484267X;10
8410;21659;044021145X;10
17917;13552;055329783X;5
11799;102967;068484267X;9
34002;87141;1565925157;7
5666;114937;1556611536;10
54536;102967;067976657X;6
44598;39616;1558532455;6
22117;47609;042518885X;7
42095;102359;089565671X;10
23191;63389;038549730X;9
34303;51450;055380247X;9
7201;278314;1573221775;2
38825;30276;155166920X;8
41548;107244;006108199X;10
13155;60157;038531258X;9
40943;102359;067081458X;10
28346;13850;1576734781;8
48628;130636;1565048261;7
22876;43246;1883642434;8
24783;30972;051512558X;8
52878;80929;1573241962;10
12404;89475;1558747028;7
2711;135149;080410753X;7
29833;95932;1841953288;8
13078;139601;067102535X;8
43955;37950;034542204X;9
4471;113270;067976402X;10
9609;138239;080410526X;10
234;111166;043935806X;10
21459;123468;055308920X;8
39502;48975;039914496X;8
5731;112083;006440174X;9
21240;7072;059043411X;8
2820;37584;1400031354;8
39658;31391;044100900X;9
20572;8454;038572179X;8
25351;42162;1591825369;5
3843;35836;034539657X;5
7646;123608;030712908X;7
25260;21011;1573229350;9
1966;128033;1551668726;8
61739;141600;1591823331;6
17756;11718;074322535X;7
8935;69078;055327824X;9
46733;47971;078354751X;10
33444;56447;1896860982;4
22388;7400;156076113X;7
36772;114368;1551669390;5
7825;93636;034538475X;8
9793;40889;155166884X;9
3685;109049;1558744150;5
1946;148898;038550926X;10
32516;19664;067173914X;8
19122;110912;1400031362;10
22975;51450;1551665204;10
52206;76499;068818474X;1
3131;277427;1559586893;10
34448;126693;1551668866;10
3605;125203;014038572X;6
933;77499;031284879X;10
56486;113983;1560768606;8
2246;98391;031298328X;9
17108;91113;015201800X;5
26969;126604;014028088X;5
36167;98391;1575668327;9
25224;113364;1400060117;8
7496;148258;006016848X;7
31982;143175;038529932X;7
8011;83754;037382503X;8
12166;28289;1400077826;9
15267;117873;140003065X;10
2602;7346;080410753X;8
11147;11629;038542017X;7
31866;123883;084394952X;5
35147;98391;097188191X;9
50745;60244;1577310934;7
31223;46398;1576738574;4
31632;17003;055334949X;10
18581;38544;1551667509;5
46364;86145;037326142X;5
37178;27313;1576737721;9
24072;143175;1571454942;8
51788;114368;1551666804;5
24501;12824;1591820065;10
29849;127481;1580628362;7
42638;55075;067181785X;7
45504;81370;156619315X;8
35468;146386;050552208X;10
36913;61901;051720679X;7
15892;30560;006098824X;8
23229;101874;055358264X;7
4705;97754;038542471X;6
22233;91647;075820230X;5
11114;254;038097827X;8
32086;18366;037542167X;8
19357;12538;034542705X;10
17776;80642;074322535X;6
9943;126736;1559029838;6
24410;106018;1573227358;6
38443;60941;1877988189;9
43106;36673;055380300X;7
22212;67693;067172942X;10
17517;79266;1401300901;8
20924;142524;1573227889;8
43618;87141;1565921240;8
27347;12538;1558533729;8
5860;95359;044022103X;8
17221;10447;038079487X;7
12647;31820;038533334X;6
27024;139206;1551669374;2
14306;133416;051512463X;7
15296;19573;1400032717;9
33379;55075;087113652X;6
1088;23872;1558743669;8
44053;67547;1573223573;3
31041;98391;1551668777;8
5993;41080;068484477X;9
1482;66055;044023722X;8
18980;5956;1931402213;5
13388;8067;038533656X;10
35670;78783;045121174X;9
29617;86947;1561703494;10
2367;33124;042514755X;8
24778;9613;051512558X;8
31943;130890;037570731X;9
30944;26544;1551666758;8
23310;30295;1588720020;8
42920;36606;1570640742;10
17750;30263;034545071X;9
20326;125171;1558746226;7
53002;70931;1580174973;9
25521;116931;051513449X;7
12575;151824;039914370X;8
13144;1032;038531258X;10
20838;110483;156305115X;7
15372;23571;1583224890;8
10553;104636;014028009X;6
49663;127233;1885171277;6
28245;114368;1551662914;5
39322;92861;1573229334;5
53270;110373;1558743324;7
2225;46909;031298328X;9
23207;143134;039914255X;7
30651;52853;051508901X;8
17866;4385;037319692X;10
18562;61427;042516876X;9
57688;143175;037541620X;1
43102;36621;067152612X;10
4581;130049;1558744606;8
24788;113904;051512558X;9
39600;150968;1558744290;7
16864;3569;156512104X;9
25787;143715;039304632X;4
34743;31826;1568650043;10
7099;132663;1878424319;9
12682;94347;038533334X;7
3529;20561;051512219X;9
13151;25981;038531258X;5
37827;28591;1551666871;10
25827;140358;044100914X;5
11653;108799;081296666X;4
4617;69078;006019491X;9
56423;91130;069401639X;3
13616;148586;074345300X;8
28535;43246;006053821X;7
4990;71752;034540288X;6
14820;36839;044048474X;7
37084;110973;1570761450;5
20260;26371;039915079X;8
24227;28634;042510687X;8
1871;138543;014029628X;8
2019;41084;002542730X;7
5009;105937;034540288X;9
30394;116005;1853260789;5
34525;147965;030796017X;10
11045;87964;006102063X;8
41461;80071;080504695X;8
3343;17894;044022165X;8
39166;123056;1841952753;8
2954;41781;1400034779;6
41201;35859;080651390X;5
21569;79977;067942525X;9
20294;42914;1558744592;10
12055;38559;055356160X;9
13369;8245;006101253X;8
4048;112093;087542127X;5
46356;135265;1561483176;10
52071;100846;006008409X;8
18385;134900;044651862X;8
56822;91113;096520443X;9
58373;98391;031230899X;9
49629;56447;1570431108;1
11727;503;068484267X;10
4700;81848;038542471X;8
2920;22074;1400034779;9
21629;127190;1400060923;9
24127;118228;1592400876;10
2253;107784;031298328X;5
23533;49109;155166951X;5
36909;26593;051720679X;10
42231;49889;1564581950;7
31827;141010;068483846X;10
55219;112979;1562920960;9
25348;42162;159182415X;7
19738;56391;1573221937;6
35776;55490;038067033X;5
9176;83109;055357258X;8
38267;143175;1558745645;8
59774;101209;055325247X;8
34910;86170;067003116X;9
7208;64270;1573221775;8
11124;51100;038533348X;10
12876;805;038001503X;10
27562;116313;1591162149;9
17058;82841;1551668912;10
8541;104636;044021145X;10
48050;69697;084395048X;9
28038;76151;037541178X;5
19506;52584;080411109X;9
19621;60244;1401300014;8
2237;74056;031298328X;6
39186;152409;068816711X;9
20966;136419;1573229725;10
7026;133571;051512298X;8
20889;10819;1573223425;6
17805;4228;055327886X;9
18765;5582;006093316X;8
19480;21356;080411109X;6
45948;114868;1895455235;8
23200;8245;039914255X;8
22806;126604;076790382X;6
893;63854;080505622X;7
29803;146530;1573220221;7
6409;63998;059035342X;10
1385;28091;044023722X;8
57685;94923;037541620X;5
30248;31315;1578591201;10
32722;86189;015668568X;10
2554;144241;067170561X;7
3603;107540;014038572X;8
35072;134900;038531695X;7
24505;38023;1591820073;10
10530;68555;014028009X;4
50284;59172;044021288X;8
21936;42323;074321269X;9
23062;8067;1575667223;10
50045;57354;1889135054;10
14857;3578;1550548913;9
27006;30276;1551669374;7
659;65228;034541389X;7
21320;85757;076791404X;9
41325;52584;044990587X;7
14433;83637;080411935X;9
50473;88109;074325998X;6
185;69389;043935806X;8
43333;36836;080411059X;10
1974;16996;084230052X;8
45531;96448;059043053X;9
6216;31040;1573220280;8
14641;14806;1588720284;9
